Series Name,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Liberia,LBR,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Madagascar,MDG,40.8284,41.92825,37.52418,41.80064,41.19318,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Malawi,MWI,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Mali,MLI,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Mauritania,MRT,..,10,27.77778,0,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Mauritius,MUS,..,..,..,29.05983,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Mozambique,MOZ,35.37285,42.24924,40,47.08098,35.39192,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Namibia,NAM,59.79381,55.97015,58.11518,53.07263,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Niger,NER,..,31.42857,29.35917,39.54198,18.71622,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Nigeria,NGA,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Rwanda,RWA,35.59871,31.76393,..,29.90142,37.46929,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Senegal,SEN,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Seychelles,SYC,..,66.66667,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Somalia,SOM,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",South Africa,ZAF,51.32248,50.97629,51.1633,52.22151,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Sudan,SDN,63.9482,55.13699,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Tanzania,TZA,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Togo,TGO,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Uganda,UGA,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Zambia,ZMB,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Zimbabwe,ZWE,..,50.85663,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Algeria,DZA,68.21721,65.93546,80.58423,..,76.78005,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Egypt, Arab Rep.",EGY,..,..,49.37484,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Libya,LBY,..,..,..,..,..,..,..
"Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)",Tunisia,TUN,66.53883,70.12048,76.65953,..,73.84793,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Angola,AGO,..,48.28834,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Benin,BEN,35.90658,61.35154,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Botswana,BWA,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Burkina Faso,BFA,41.23457,42.29137,40.7146,47.34472,48.65921,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Burundi,BDI,..,..,34.3117,35.91636,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Cabo Verde,CPV,..,..,61.22449,69.12281,66.74938,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Cameroon,CMR,..,..,54.79425,54.36573,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Chad,TCD,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Comoros,COM,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)","Congo, Dem. Rep.",COD,..,..,38.33726,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)","Congo, Rep.",COG,..,..,..,48.75972,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Eritrea,ERI,..,..,35.81731,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Eswatini,SWZ,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Ethiopia,ETH,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Gabon,GAB,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Ghana,GHA,..,43.51222,42.65951,44.65783,44.81349,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Guinea,GIN,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Kenya,KEN,..,..,46.98301,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Lesotho,LSO,..,61.226,..,..,61.84211,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Liberia,LBR,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Madagascar,MDG,48.72993,53.84414,53.64919,54.88748,53.7922,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Malawi,MWI,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Mali,MLI,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Mauritania,MRT,..,..,39.37768,48.6413,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Mauritius,MUS,..,..,..,59.21376,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Mozambique,MOZ,..,52.17943,53.64898,55.07181,55.14286,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Namibia,NAM,65.88937,66.7603,70.54892,66.01473,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Niger,NER,..,35.26391,72.86569,78.64171,27.06388,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Nigeria,NGA,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Rwanda,RWA,..,..,..,56.15553,55.38485,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Senegal,SEN,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Seychelles,SYC,..,85.71429,82.18391,77.27273,77.12766,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Somalia,SOM,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",South Africa,ZAF,57.06609,57.03219,57.11264,57.28019,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Sudan,SDN,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Tanzania,TZA,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Togo,TGO,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Uganda,UGA,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Zambia,ZMB,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Zimbabwe,ZWE,..,51.79848,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Algeria,DZA,..,59.74784,58.67883,..,57.65179,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)","Egypt, Arab Rep.",EGY,..,..,35.84526,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Libya,LBY,..,..,..,..,..,..,..
"Female share of graduates in Business, Administration and Law programmes, tertiary (%)",Tunisia,TUN,..,67.87405,69.97751,..,71.29323,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Angola,AGO,..,22.39583,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Benin,BEN,14.76923,54.64481,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Botswana,BWA,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Burkina Faso,BFA,18.99642,13.7211,17.16148,17.53882,21.57895,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Burundi,BDI,..,..,11.15834,8.03403,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Cabo Verde,CPV,..,..,16.66667,21.875,32.65306,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Cameroon,CMR,..,..,25.21779,25.1945,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Chad,TCD,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Comoros,COM,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)","Congo, Dem. Rep.",COD,..,..,9.79972,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)","Congo, Rep.",COG,..,..,..,15.70577,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Eritrea,ERI,15.82633,26.18629,28.05281,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Eswatini,SWZ,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Ethiopia,ETH,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Gabon,GAB,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Ghana,GHA,9.73338,19.3093,18.16088,13.80999,16.41093,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Guinea,GIN,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Kenya,KEN,..,..,19.4614,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Lesotho,LSO,16.08187,20.79832,..,..,18.43972,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Liberia,LBR,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Madagascar,MDG,20.43449,24.70407,18.67602,18.88186,18.51852,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Malawi,MWI,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Mali,MLI,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Mauritania,MRT,..,40.42553,12.03704,11.72414,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Mauritius,MUS,..,..,..,25.25253,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Mozambique,MOZ,20.58824,20.26342,21.60279,24.26199,28.64465,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Namibia,NAM,32.94118,35.55556,33.92857,33.9196,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Niger,NER,..,12.71478,50.44643,14.12535,7.44581,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Nigeria,NGA,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Rwanda,RWA,27.73279,23.17881,..,25.47065,26.54792,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Senegal,SEN,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Seychelles,SYC,100,20,33.33333,29.41176,13.95349,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Somalia,SOM,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",South Africa,ZAF,30.3994,31.00818,31.54591,32.23869,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Sudan,SDN,33.8808,46.27565,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Tanzania,TZA,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Togo,TGO,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Uganda,UGA,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Zambia,ZMB,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Zimbabwe,ZWE,..,20.46313,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Algeria,DZA,38.68668,39.82702,41.18246,..,48.46417,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)","Egypt, Arab Rep.",EGY,..,..,20.93463,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Libya,LBY,..,..,..,..,..,..,..
"Female share of graduates in Engineering, Manufacturing and Construction programmes, tertiary (%)",Tunisia,TUN,41.96991,38.40843,40.44375,..,44.18978,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Angola,AGO,..,66.83417,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Benin,BEN,38.86463,63.66534,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Botswana,BWA,..,..,..,70.03922,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Burkina Faso,BFA,41.13712,39.33824,50.60241,62.94416,42.65487,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Burundi,BDI,..,..,36.7661,40.39019,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Cabo Verde,CPV,..,..,81.50289,79.60526,77.44108,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Cameroon,CMR,..,..,60.85142,60.70999,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Chad,TCD,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Comoros,COM,44.44444,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)","Congo, Dem. Rep.",COD,..,..,45.78552,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)","Congo, Rep.",COG,..,..,..,37.01299,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Eritrea,ERI,26.34731,39.47368,37.36018,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Eswatini,SWZ,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Ethiopia,ETH,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Gabon,GAB,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Ghana,GHA,55.64118,47.5264,61.14626,58.10885,60.84955,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Guinea,GIN,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Kenya,KEN,..,..,49.06096,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Lesotho,LSO,75.13417,71.59864,..,..,72.78481,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Liberia,LBR,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Madagascar,MDG,59.6206,64.34449,72.22487,72.74683,67.86374,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Malawi,MWI,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Mali,MLI,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Mauritania,MRT,..,..,21.42857,57.69231,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Mauritius,MUS,..,..,..,64.62766,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Mozambique,MOZ,52.02073,53.30396,56.53003,53.83877,75.17058,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Namibia,NAM,81.30081,79.22794,80.45356,79.50581,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Niger,NER,..,48.31839,54.63576,41.95006,31.35456,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Nigeria,NGA,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Rwanda,RWA,63.56275,56.44217,..,55.41105,58.30619,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Senegal,SEN,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Seychelles,SYC,90.47619,82.14286,88.23529,37.5,88.88889,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Somalia,SOM,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",South Africa,ZAF,74.9808,75.48696,74.30452,74.8908,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Sudan,SDN,68.30799,49.89602,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Tanzania,TZA,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Togo,TGO,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Uganda,UGA,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Zambia,ZMB,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Zimbabwe,ZWE,..,30.78556,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Algeria,DZA,63.32933,62.35906,69.66467,..,70.51965,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)","Egypt, Arab Rep.",EGY,..,..,55.94951,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Djibouti,DJI,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Libya,LBY,..,..,..,..,..,..,..
"Female share of graduates in Health and Welfare programmes, tertiary (%)",Tunisia,TUN,74.69944,74.77193,76.46961,..,75.25896,..,..
"Female share of graduates in Education programmes, tertiary (%)",Angola,AGO,..,39.13252,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Benin,BEN,48.93617,68.57143,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Botswana,BWA,..,..,..,70.58824,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Burkina Faso,BFA,17.34848,15.64391,17.78319,22.71,8.53659,..,..
"Female share of graduates in Education programmes, tertiary (%)",Burundi,BDI,..,..,12.5625,12.5625,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Cabo Verde,CPV,..,..,66.29213,66.66667,56.98324,..,..
"Female share of graduates in Education programmes, tertiary (%)",Cameroon,CMR,..,..,44.16148,44.16451,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Chad,TCD,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Comoros,COM,45,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)","Congo, Dem. Rep.",COD,..,..,24.54335,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)","Congo, Rep.",COG,..,..,..,21.8543,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Eritrea,ERI,31.93277,44.52055,39.33649,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Eswatini,SWZ,..,0,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Ethiopia,ETH,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Gabon,GAB,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Ghana,GHA,46.52351,51.3713,44.05321,41.20994,42.11147,..,..
"Female share of graduates in Education programmes, tertiary (%)",Guinea,GIN,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Kenya,KEN,..,..,49.14742,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Lesotho,LSO,70.74275,69.66342,..,..,68.66223,..,..
"Female share of graduates in Education programmes, tertiary (%)",Liberia,LBR,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Madagascar,MDG,38.82353,41.07143,50,49.71231,50.94595,..,..
"Female share of graduates in Education programmes, tertiary (%)",Malawi,MWI,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Mali,MLI,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Mauritania,MRT,..,13.54167,16.34241,8.75,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Mauritius,MUS,..,..,..,74.16149,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Mozambique,MOZ,37.26968,38.24066,45.29611,41.39117,42.51683,..,..
"Female share of graduates in Education programmes, tertiary (%)",Namibia,NAM,76.22523,71.71271,76.45429,76.45039,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Niger,NER,..,25.92593,55.17241,58.4,51.98749,..,..
"Female share of graduates in Education programmes, tertiary (%)",Nigeria,NGA,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Rwanda,RWA,35.29111,38.566,34.93631,43.82392,43.69261,..,..
"Female share of graduates in Education programmes, tertiary (%)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Senegal,SEN,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Seychelles,SYC,83.33333,78.57143,85,91.83673,65.51724,..,..
"Female share of graduates in Education programmes, tertiary (%)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Somalia,SOM,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",South Africa,ZAF,75.12229,75.43015,76.01389,76.11837,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",South Sudan,SSD,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Sudan,SDN,65.62313,49.03768,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Tanzania,TZA,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Togo,TGO,..,..,..,..,..,..,..
"Female share of graduates in Education programmes, tertiary (%)",Uganda,UGA,..,..,..,..,..,..,..
